song name,genre,artist name,artist country
L'Amour Toujours,,Gigi D'Agostino,
Take Me Away - Vocal Radio Mix,,4 Strings,NL
In The Dark,,Ti�sto,NL
Believer (feat. Wynter Gordon) - Radio Edit,Dance,Freemasons,
You Make Me Feel - Radio Edit,Dance,AnnaGrace,BE
Show Me Love - Radio Edit,Dance,Steve Angello,
Nyana,,#VALUE!,
"World, Hold On",,Bob Sinclar,FR
Fight For You - Sultan & Ned Shephard Remix Radio Edit,"Electronic,Dance",Morgan Page,US
Blue (Da Ba Dee) - Gabry Ponte Video Edit,"Pop,Dance",Eiffel 65,IT
Toys Are Nuts - Hardwell & Rehab Remix,,Chuckie,
You're Not Alone - Vocal Radio Edit,Dance,UNA,
ResuRection - Paul Oakenfold Full On Fluoro Mix,Dance,Planet Perfecto Knights,
Flight 643 (Radio Edit),Dance,Ti�sto,NL
Empty Streets - Haji & Emanuel Remix,,Late Night Alumni,US
Drive Out - The Attik Radio Edit,Dance,Sunfreakz,BE
Gone - Radio Edit,Dance,Lasgo,BE
Destination Calabria - Radio Edit,Dance,Alex Gaudino,IT
Summerfish - Scandall Sunset On Ibiza Instrumental,,Leonid Rudenko,RU
The Difference,,Flume,
About Work The Dancefloor - Edit,"Music,Alternative",Georgia,
Tondo,"Garage,Dance",Disclosure,GB
Only Human - Radio Edit,Electronica,KH,
Prayer - Edit,"Music,Dance",Prospa,
Fake ID,Dance,Riton,
Body Pump,Pop,Aluna,
Neutron Dance - Edit,Dance,Krystal Klear,GB
Work It - Soulwax Remix,Electronic,Marie Davidson,CA
Javelin (Calling Out Your Name),Dance,Adelphi Music Factory,
Rabbit Hole,Music,CamelPhat,
Energy,Electronic,Stace Cadet,
Numb,Music,Elderbrook,
"Red Light Green Light - For Club Play Only, Pt. 6","Music,Dance",Duke Dumont,
The Human Stone (feat. Angie Stone),Dance,KDA,
Joys,"House,Dance",Roberto Surace,
Desire (with Dimension),,Sub Focus,
Thinkin' of You,Music,Bklava,
Yup - Radio Edit,Music,Fallon,
Exit Sign,Pop,Kah-Lo,
Therapy,"Music,Rock",Duke Dumont,GB
Little Love (feat. Grace Tither),,Blinkie,
Work It - Edit,House,Monki,
Boasty (feat. Idris Elba) - Conducta Remix,"Music,Hip Hop/Rap",Wiley,
Good to Me,,Friction,
Devotion (ft. Cameron Hayes),Dance,Dimension,MX
303,Dance,Anna Lunoe,
Down For You,Electronic,Holy Goof,
Shut You Down,Music,Shaun Dean,
Destiny (feat. Camden Cox),,Kydus,
Everybody Wants You (feat. Sam Fischer),Dance,Black Saint,
Heal Me - Ren√© LaVice Remix,R&B/Soul,Grace Carter,
You Little Beauty,"Music,Dance",FISHER,
Run To You,Music,Sam Bird,
No Lie,"Music,Electronic",Michael Calfan,
Naked,Music,Hayla,
On My Mind,"Electronic,Pop",Diplo,
Move Your Body,"Dance,Electronic",Marshall Jefferson,GB
Baby It's You - K√∂lsch Version,Music,London Grammar,GB
Step It Up (feat. Sharlene Hector),,Armand Van Helden,US
you broke me first - Luca Schreiner Remix,Pop,Tate McRae,
You Don't Know,Music,Franky Wah,
Me & U (feat. Kelsey),Rock,Majestic,
Underwater,House,Anabel Englund,
Live Without Your Love (with Steve Lacy),,Love Regenerator,
The Business,Music,Ti�sto,NL
Gravity (feat. Liz Cass),,Leftwing : Kody,
Back to Then,Music,Bklava,
Fake Friends (feat. Alex Hosking) - Disciples Remix,Music,PS1,
Fire (with Elderbrook),Music,Ytram,
Come Together,Music,Franky Wah,
Midnight (The Hanging Tree) - MK Remix,,HOSH,
Watch Your Step,Music,Disclosure,
Ode to Ibiza,,Beau,
Why Do You Lie To Me (feat. Lil Baby),Electronic,Topic,
Who's That What's That - Majestic Remix,,Niko B,
Douha (Mali Mali),Music,Disclosure,
Too High Feat. Boy Matthews,,Riton,
Heaven,,Low Steppa,
Trap - Rompasso Remix,Music,SAINt JHN,
Google Me (feat. Alika & Ms Banks),,CLiQ,
Flight Mode (feat. Silky),,Tom Zanetti,
Real for Me,Music,Alex Adair,GB
Clocks,Music,Ian Storm,
Lose You,,Ti�sto,
Power of Bass,Dance,Armand Van Helden,
Psycho! - Topic & B-Case Remix,Music,MASN,
My High (Edit),Music,Disclosure,
One Fine Day (feat. Tiggs Da Author),,Idris Elba,
Warrior,,Aluna,
Ride or Die (feat. Tia Lowe),House,Tough Love,
Wicked Game,Music,Yola Recoba,
Astronomia,Dance,Vicetone,
Lost On You - Wilson & Smokin' Jack Hill Remix,Music,yofellas,
Somebody To Love,,Bougenvilla,
Felt This Way - Dots Per Inch Remix,,Joey McCrilley,
Painkiller,,Joe Killington,
Ready 4 Love,Dance,Alex Brandt,
Kill Me Slow - Vocal Rework,Music,David Guetta,
Power of Bass - James Doman Remix,,Armand Van Helden,
War For Love,Music,Bright Lights,
All On Me,Dance,Armin van Buuren,NL
Movin' Too Fast,,Charming Horses,
Under the Sun,"Music,Dance",Bakermat,
All 4 Love (feat. Tasty Lopez),"House,Music",Mark Knight,GB
Move,Dance,karrer & rahmero,
Care a Little Less - Tobtok & Adam Griffin Remix,House,The Aston Shuffle,AU
Joys - Todd Terry Mix,House,Roberto Surace,
Heaven On My Mind (Sammy Porter Remix feat. Sigala),,Becky Hill,
Killed Me With Love (feat. Francci Richard),"Music,Electronic",Jack Wins,
Another Life (feat. Alida),Music,Lucas & Steve,
Loud & Clear (feat. Jacob Wellfair) - Radio Edit,,Keanu Silva,
Got To Have Your Love,,eSQUIRE,
La La La,Pop,Mike La Funk,
Coffee (Give Me Something),Dance,Ti�sto,NL
You Make the Sunrise,,Dario G,
If It's Love,"House,Music",Mark Knight,GB
Breaking Me - HUGEL Remix,Music,Topic,
Saving Grace,,Aspyer,
Party People - Johan S Remix Edit,,Beatchuggers,DK
Crazy,,Tough Love,
If You Love Me - Future Kings Remix,,Dario G,
Do It For You,Music,W&W,NL
Eyes - Wilson Remix,,Joey McCrilley,
Drama,,Wankelmut,
Midnight (The Hanging Tree) (feat. Jalja) - MK Remix,,HOSH,
All of Me - Tom Hall Extended Mix,,Todd Terry,
Temporary,Music,Vize Verza,
Can‚Äôt Stop Loving You,,M-22,
House of Wh0 - Edit,,Wh0,
Own The Night,,Tom Ferry,
Only You (feat. Hayley May),Music,Jake Tarry,
I Found You,,King Topher,
Touch Me - PAX & Rui Da Silva Version,Music,PAX,
Good Vibes,Dance,Regard,
SOS - Laidback Luke Tribute Remix / Radio Edit,,Avicii,
Lost On You - Plaster Hands Mix,Music,yofellas,
Afterlife,Music,Coldabank,
Lift Your Energy,"Music,Dance",Eden Prince,
What's Up (feat. Moss Kena),,MD Jones,
Off My Shoulders,Dance,Liguori,
Pick Sides,,farfetch'd,
Bad Habit,Music,Firebeatz,NL
Running - StoneBridge Ibiza VIP Dub,,StoneBridge,
Freaks,Music,FISHER,
Never Let It Go,,Clear Six,
Only Gonna Hurt,,Felon,
Casual,,Tom Hall,
Eyes,Music,Joey McCrilley,
Whenever You Go (La La La),Music,The Suncatchers,
Cruel,,GATT√úSO,
Boogie 2Nite - Roger Martin Remix,,Keller,
You Were There (feat. Hayley May) [VIP Mix],,RobbieG,
One Life,,DANK,
High,"Music,Pop",Dario G,GB
All Nite Long,Dance,Mo Falk,
Thief In the Night - Edit,Music,George Mensah,
All Your Love (feat. The Romantic Era) [Kastra Remix],,Bonka,
You Only,Dance,DJ Licious,BE
Ready For You,Music,Luca Schreiner,
Juncture,,Funkin Matt,
La Isla Bonita - Mike La Funk Remix,,Paulo & Verde,
Gal Policy,Music,Kranium,PE
Stay So,Reggae,Busy Signal,JM
Catch 22,"World,Reggae,Hip Hop/Rap,Music",Prince Swanny,
Promise,,Masicka,
Wag1 (feat. WSTRN),,Cashh,
Breaking News,"Music,Hip Hop/Rap",Dexta Daps,
On My Way,Reggae,Konshens,
TWIST & TURN (feat. Drake & PARTYNEXTDOOR),Music,Popcaan,JM
Badman,,Vybz Kartel,JM
Shake - Remix,,Skillibeng,
Loco - Remix,Reggae,Agent Sasco (Assassin),
Good Comfort,Music,DJ Frass,
Private Zess,,K Lion,
Cree,Music,Alkaline,
Torpedo,Reggae,Skillibeng,
Lighter,Music,Tarrus Riley,
Pretty Gang (Kmab),Reggae,Jada Kingdom,
Ocean Wave,Music,Alkaline,
Call Me If,Music,Dexta Daps,
A Nuh My Style,Reggae,Moyann,
Action,,Doktor,CA
Original,Pop,Vershon,
All The GIrls,,jahmiel,
Honda,R&B/Soul,Twani,
Vengeance Ways,,Skillibeng,
Gweh,Reggae,DING DONG,JM
Rich,Music,Daddy1,
Budum,R&B/Soul,Jada Kingdom,
SUH ME LUV IT (feat. Jada Kingdom),,Popcaan,
Tek It,Reggae,Jada Kingdom,
Position - Main,Reggae,Seani B,
Boom Bang,World,Jus D,
Cookie Jar,Reggae,Rytikal,
Buryberry,,Alkaline,
Yamabella,Music,Shaneil Muir,
FRESH POLO (feat. Stylo G & Dane Ray),,Popcaan,
Skill & Steady,,Kevyn V,
Babylon Fallin,,Kabaka Pyramid,
Look,Reggae,Aidonia,JM
Wicked & Wild,,Claye,
Yeng,Music,Intence,
Own Ting,,Shaquille Gfg,
Megalithic,,I-Octane,
Adrenaline,,Boy Boy,
Win,"Modern Dancehall,Reggae",Jada Kingdom,
Mad Out,Modern Dancehall,Moyann,
Weed Partna - 2020,,Vybz Kartel,
Off White,Reggae,Kappa,
We Up,,Alkaline,
Yeng,Music,Intence,
About Us,Reggae,Vybz Kartel,
COOL AS THE BREEZE/FRIDAY,Pop,Chronixx,JM
Miraculous,Music,Jahvillani,
King inna War,,Rytikal,
Feel Right,,Projexx,
"Bad Gyal (feat. Skillibeng, Jucee Froot & Tommy Lee) [Divas]",,Vybz Kartel,
Brik Pan Brik,"Modern Dancehall,Reggae",Skillibeng,
Up Top Boss,,Teejay,
Dem' Vbz,,Kalibwoy,NL
Big Bizniz (feat. Teejay) [Dons],,Vybz Kartel,
Likkle Bit a Money,Modern Dancehall,Govana,
Hotel (feat. Ty Dolla $ign & Burna Boy),Music,Kranium,PE
I Got You,Music,Moyann,
Depend Pan Nobody,,Alkaline,
Baller,Music,Teejay,
In Charge,Music,Kranium,PE
Same Guy,,Denyque,
On My Mind,Music,Mavado,JM
Clean,,Mavado,
Monster,,Claye,
Buzz - U.K. Version,Reggae,Popcaan,
Like Royalty (feat. Popcaan),Music,Protoje,
Worldboss (feat. Lisa Mercedes & Redboom) [Dons],,Vybz Kartel,
Dons & Divas (feat. Danii Boo) [Dons],,Vybz Kartel,
Expressing What Matters,Music,Disclosure,GB
Runnin',Dance,Wajatta,
Techno Prank,Electronic,Dubdogz,
Deep Down Low,Dance,Valentino Khan,
Funking Around,Music,Me & My Toothbrush,CH
Like This,,Subshock & Evangelos,
Music In You (feat. Lorenz Rhode) - David Penn Remix,"House,Dance",Purple Disco Machine,
Thong Song,Music,Buzz Low,
#BringBackTheGroove,Dance,Norman Doray,
Tondo,"Garage,Dance",Disclosure,GB
Gangster Trippin - Sultan + Shepard Remix,House,Fatboy Slim,GB
Tonight,Music,Mark Knight,GB
Compufonique (Part Deux),,Maddslinky,GB
Approaching Rainbow,Electronic,Lone,GB
Grenade,Dance,Jack Back,
Free Your Body,,Chris Lake,
Ecstasy,Music,Disclosure,GB
Scrub The Ground (feat. DJ Funk),House,Chocolate Puma,
All Night,House,Soundstream,
Baian√°,"Music,Dance",Bakermat,
Moving Blind,Music,Sonny Fodera,
Destination Calabria - Radio Edit,Dance,Alex Gaudino,IT
Shingaling,Dance,Tom Swoon,PL
The Vibe,Music,Kokiri,
OMG (feat. Moosh & Twist),,Tommy Trash,
In My Arms,Music,Purple Disco Machine,DE
Feel The Beat,House,VOLAC,
San Frandisco,"House,Music",Dom Dolla,
Not Dancing,Music,Mr. Belt & Wezol,
Dancing Shoes,Electronic,Fedde Le Grand,
Feel My Needs,House,WEISS,GB
Go Bang - Flash 89 Remix,"Music,Dance",PNAU,AU
Where U Iz,"House,Dance",Fatboy Slim,GB
You Know You Like It - Tchami Remix,,AlunaGeorge,GB
Freaks,Music,FISHER,
Rescue Me (feat. Alex Newell),,David Solomon,
Makin' Love,House,ManyFew,
Move,Dance,Toby Green,
I Just Wanna Dance,Music,Rat City,
Atom Funk,,Pepe Bradock (Trankilou),
Chance To Dance,Music,Kim Kaey,
Sing For You,House,Raven & Kreyn,
Ballie (feat. Kah-Lo) - Destructo Remix,Dance,Idris Elba,
Ya Kidding,Dance,FISHER,
Hey Pablo,,Anti Up,
Too Much,Music,Curbi,
Duende,Dance,Olav Basoski,NL
"Best Friend (feat. NERVO, The Knocks & ALISA UENO) - Remix",Dance,Sofi Tukker,
Heads Will Roll - A-Trak Remix,Alternative,Yeah Yeah Yeahs,US
Drift,Dance,Tom Staar,GB
Soul Sacrifice,Dance,Dombresky,
Don't Call Me Baby - Mousse T. Remix,Electronic,Madison Avenue,AU
Easy Boy,,GATT√úSO,
Stress It - Tee's Freeze Mix,Music,Todd Terry,
Jupiter Jazz,"Electronic,Dance",Galaxy 2 Galaxy,
Warm Disco,Music,Lee Foss,
U Don't Know Me (feat. Duane Harden),,Armand Van Helden,US
You Little Beauty,"Music,Dance",FISHER,
All Cried Out (feat. Alex Newell) - Don Diablo Remix,,Blonde,
Downstairs (feat. Jaquell),,CID,
Promise,,Illyus & Barrientos,
Save the Rave,,Tommie Sunshine,
Front 2 Back,Dance,Bart B More,
Body Pop,,Disco Fries,
Nothing New,Music,Dropgun,
California - Chris Lake & Matroda Remix,,SNBRN,
Banzai,,Sagan,
Moving [edit],Music,Love Regenerator,
Rain On Me - Purple Disco Machine Remix - Edit,Music,Lady Gaga,
Move Your Feet,Music,Liquid Todd,
Rump,Music,Pickle,
Nobody Else,Dance,Axwell,SE
Whip It,"Music,Dance",Curbi,
Oh Yes (Rockin' With The Best),Dance,Laidback Luke,NL
What U Waiting Fo,Music,MOTi,
So Hot - MK x Nightlapse Remix,House,Anabel Englund,
Nobody,Dance,Dropgun,
Love on Me,Dance,Galantis,
Goosebumps,Dance,HVME,
Pon De Replay (2020 Edit),Music,Ed Marquis,
Tokyo,Dance,Jovani,
Fly,Dance,Gaullin,
Everyday,Dance,Fella,
Empty,,Lucky Luke,
The One,,Gaullin,
Counting Stars,Dance,HVSH,
Million Places,,TRFN,
All The Things She Said,,Ilkay Sencan,
Cocaine,Dance,Kola Man,
Me Provocas,Music,Dynoro,
Elektro (feat. Mr. Gee),,Dynoro,
Plain Jane,Dance,Ilkan Gunuc,
Lonely,"Music,Electronic",Tujamo,
Where Have You Been,Dance,SENSE,GB
Hangover,"Music,Electronic",Dynoro,
All the Things,Dance,Gaullin,
Post Malone (feat. RANI) - VIZE Remix,Music,Sam Feldt,
Would I Lie to You,,Froro,
Pretty Girl,,Habitanto,
Mine,,TRFN,
Habits (Stay High),,Jonasu,
Don't Stop the Music,,Ed Marquis,
Mr. Saxobeat,Music,Klaas,DE
Bella Ciao,Dance,Darrell Story,
Alive (It Feels Like),Music,Alok,
F.E.E.L.,"House,Music",Lucky Luke,
U Do,Dance,TRFN,
Papa,Music,YouNotUs,
I Have Nothing,Dance,LIUFO,
SAD - Imanbek xxx Remix,,Rasster,
Honey Money,Dance,Alamo,
Weekend (feat. Emelie Cyr√©us),Music,LIZOT,
Lalala,,Tamer Kaan,
Stereo Love,Electronic,Translate AMK,
Wonderwall,,Lucky Luke,
I Could Be the One,,HOURS,
Hot Girl Bummer,Dance,Fella,
Sweet Dreams,,Dwin,
Body Back (feat. Maia Wright),Music,Gryffin,
Falling,,Dan Port,
Supersonic,,Yarimov,
Game,,M√∂we,
Ballin',,Digital Farm Animals,
Rise Up (feat. Vamero),,VINAI,
Whiskey,,TRFN,
In Your Eyes (feat. Alida),,Robin Schulz,
Gimme! Gimme! Gimme! (A Man After Midnight),,Fella,
Lay Your Head On Me (feat. Marcus Mumford) - Joel Corry Remix,,Major Lazer,
Heathens,Dance,HVSH,
Electricity,Dance,Chemical Neon,
Op Opa,Dance,Gaullin,
Zombie (Zombic & Felix Schorn Remix),,Besomorph,
Lucid Dreams,,MOHA,
Lonely,"House,Dance",Joel Corry,
Back It Up,Hip Hop/Rap,D. R. feat. HoodStar Dee & CCL,
Rescue Me,"Music,Electronic",Dan Port,
Energy,Electronic,Stace Cadet,
Can't Get You out of My Head,Dance,Arem Ozguc,
Tokyo by Night,,Noro,
My Bitch - Radio Mix,,Ford Brody,
Self Control,Dance,Danko,
Cola,,LIUFO,
Ready or Not,,Lonelysoul.,
Feel Like,"Music,Dance",AREZRA,
Poppin',,Habitanto,
Fella - Noro Remix,House,Radvilas RA,
LaLaLaLaLa - Palanga Beach Edit,Dance,Dwin,
Hypnotizing,Dance,Lucky Luke,
Milk and Honey,Dance,Tom Budin,
I've Been Waiting,,DR√òOM,
M.A.D.E.,"Music,Dance",Lucky Luke,
My Love,,Fella,
Money,Dance,Gaullin,
L1e,"Music,Dance",Lucky Luke,
Sad,Dance,Aivarask,
Sweet Inspiration,,Lila Ik√©,
Bubble,,DJ Zinc,GB
Young,Music,Stalk Ashley,
Slow Down (with H.E.R.),,Skip Marley,
Do Your Ting,,Mr. Williamz,
Where I'm Coming From,"Music,Reggae",Lila Ik√©,
Banana,Reggae,Jada Kingdom,
Rapture,Reggae,Koffee,
Bubble,Music,Etana,JM
Walk Out,,Cadenza,
Proper Paper,Pop,Alicai Harley,
Vibrate,,Afro B,
Climbing,Reggae,Naomi Cowan,
Wasteman,"Music,Reggae",Jada Kingdom,
Understand,,Stonebwoy,
Belong with Me,Reggae,Gold Up,
Rushing,"Pop,Hip Hop/Rap",Alicai Harley,
Call Me (feat. Stefflon Don),Music,Buju Banton,
Execution,Reggae,Jada Kingdom,
Hard & Done,Music,Jugglerz,
Instruction (Gallong Gyal),,Toddla T,
Run Di Road,Music,HoodCelebrityy,
Sin Sex,"Pop,R&B/Soul",Stalk Ashley,
Heavy!,Reggae,Jada Kingdom,
Potential Man,,Shenseea,
Fattt,,Nadia Batson,
Naah Done,Reggae,Alicai Harley,
Dumpling - Toddla T Remix,,Stylo G,
Face & Figga,Music,Gabriella,
Temptation Overdrive,,Shenseea,
Top Gyal,,Poshh,
Pressure Dem,Modern Dancehall,Lisa Mercedez,
Gold,"Music,Reggae",Alicai Harley,
Heavy! (Vybz Kartel Remix),Modern Dancehall,Jada Kingdom,
Gal Yuh Body Hot,Modern Dancehall,Kalash,
The Sidechick Song,Music,Shenseea,
Man Is The Least,Reggae,Lady Saw,JM
Insecure,,Lisa Mercedez,
Tek It To Dem,"Reggae,Pop",Alicai Harley,
Dumpling - dEVOLVE Remix,Music,Stylo G,GB
I Dare You,World,Destra,
Don Walk,,Rymez,
Sticks & Stones,,Shenseea,
Ay Dios Mio,Electronic,Kybba,
Romping Shop,Modern Dancehall,Vybz Kartel,JM
Play Tune (So so So) [Radio Edit],,Dj Coss,
Senseless,Hip Hop/Rap,Stefflon Don,
Walking Trophy,Hip Hop/Rap,HoodCelebrityy,
Carnival,,Machel Montano,
16 Shots,Hip Hop/Rap,Stefflon Don,
Hard Drive,Reggae,Shenseea,
Roll It Gal,"Reggae,World",Alison Hinds,BB
So Mi Like It,"Modern Dancehall,Reggae",Spice,DE
Whine & Kotch - Raw,Modern Dancehall,J Capri,
Work,,Rihanna,GB
Blessed (with Tyga),Music,Shenseea,
Everything Fi Hold Him,"Modern Dancehall,Reggae",Gaza Slim,
I Gotta Feeling,"Pop,Dance",Black Eyed Peas,US
Party Rock Anthem,"House,Electronic",LMFAO,US
We Found Love,,Rihanna,GB
Play Hard (feat. Ne-Yo & Akon) - New Edit,,David Guetta,
Starships,Electronic,Nicki Minaj,US
This Is What You Came For (feat. Rihanna),Dance,Calvin Harris,
DISCONNECT,"Music,Electronic",KLOUD,
Levels - Radio Edit,"Electronic,Dance,House",Avicii,
Under Control (feat. Hurts),Dance,Calvin Harris,
Toxic,"Electronic,Pop,Dance,Teen Pop,Punjabi Pop",Britney Spears,US
Blame (feat. John Newman),Dance,Calvin Harris,
Dark Horse,Hip Hop/Rap,Katy Perry,US
Curious,Music,Bonsai Mammal,
No Money,Dance,Galantis,SE
Hymn for the Weekend - Seeb Remix,Dance,Coldplay,GB
Solo Dance,"Music,Dance",Martin Jensen,
It Ain't Me (with Selena Gomez),"Electronic,Dance,House",Kygo,
Lean On (feat. M√ò & DJ Snake),,Major Lazer,
Runaway (U & I),"Dance,Rock",Galantis,SE
Midnight City,"Alternative,Electronic",M83,FR
I Want You To Know,"Electronic,Pop,Dance",Zedd,
Heroes (we could be),,Alesso,SE
Close To Me (with Diplo) (feat. Swae Lee),,Ellie Goulding,
Cold Water (feat. Justin Bieber & M√ò),Dance,Major Lazer,
Break Your Heart,Pop,Taio Cruz,GB
GDFR (feat. Sage the Gemini & Lookas),Hip Hop/Rap,Flo Rida,
Where Them Girls At (feat. Nicki Minaj & Flo Rida),Dance,David Guetta,
Light It Up (feat. Nyla & Fuse ODG) [Remix],,Major Lazer,
Don't Know How,"Electronic,Electronic",Asmow,
Danza Kuduro,,Lucenzo,
Let Me Love You,Dance,DJ Snake,
Walking On A Dream,"Electronic,Pop,Dance,Alternative,Rock,New Wave",Empire of the Sun,
Lonely Bodies,Pop,IOLITE,
Glad You Came,Electronic,The Wanted,
Hangover,,Taio Cruz,GB
Twistin' the Night Away,R&B/Soul,Sam Cooke,US
The Hustle,Disco,Van McCoy & The Soul City Symphony,US
Walk Like an Egyptian,Pop,The Bangles,US
It's Not Unusual,Pop,Tom Jones,GB
Hey Ya! - Radio Mix / Club Mix,"Alternative Rap,Hip Hop/Rap",Outkast,US
The Time Warp,,Original Soundtrack,
The Loco-Motion,Pop,Little Eva,US
Rock the Boat,Disco,Hues Corporation,
Wake Me Up Before You Go-Go,"New Wave,Pop/Rock,Pop,Alternative",Wham!,GB
Birdie Song,Pop,The Tweets,
Greased Lightnin' - From ‚ÄúGrease‚Äù Soundtrack,,John Travolta,
Candy,"Contemporary R&B,Funk,Pop,R&B/Soul",Cameo,
The Twist,,Chubby Checker,US
"5, 6, 7, 8",Pop,Steps,
Agadoo,Pop,Black Lace,GB
Fast Food Song,Pop,Fast Food Rockers,GB
Apache (Jump on It),"Hip Hop/Rap,Dance",The Sugarhill Gang,US
"Oops, Up Side Your Head",R&B/Soul,The Gap Band,US
Can't Get You Out Of My Head,"Britpop,Pop/Rock,Disco,Electronic,Pop,Dance",Kylie Minogue,AU
YMCA,"Disco,Dance",Village People,US
Tragedy,Pop,Steps,
Saturday Night,,Whigfield,DK
Do The Bartman,Comedy,The Simpsons,US
Achy Breaky Heart,Country,Billy Ray Cyrus,US
The Ketchup Song (Asereje) - Spanish Version,"Latin,Pop",Las Ketchup,ES
Migraine Skank - Main Mix,Hip Hop/Rap,Gracious K,
Push It,Hip Hop/Rap,Salt-N-Pepa,US
Jump Around,Hip Hop/Rap,House Of Pain,US
The Humpty Dance,"Alternative Rap,Old School Rap,Funk,Hip Hop/Rap",Digital Underground,
Cha Cha Slide,,Mr. C,
Cotton Eye Joe,Pop,Rednex,SE
Single Ladies (Put a Ring on It),"Pop,R&B/Soul,Dance,Contemporary R&B",Beyonc√©,US
Da' Dip,Hip Hop/Rap,Freak Nasty,US
"Head, Shoulders, Kneez & Toez - Radio Edit",Dance,K.I.G,
Cupid Shuffle,R&B/Soul,Cupid,
Macarena - Bayside Boys Remix,Pop,Los Del Rio,ES
Thriller,"Contemporary R&B,Disco,Funk,Pop,R&B/Soul,Dance",Michael Jackson,US
Harlem Shake,,Baauer,US
Dutty Wine,Reggae,Tony Matterhorn,JM
Dab,Hip Hop/Rap,Migos,
Hit the Quan - Original Version,"Rap,Hip Hop/Rap",iLoveMemphis,
Whip My Hair,Pop,WILLOW,
Gangnam Style (Í∞ïÎÇ®Ïä§ÌÉÄÏùº),Pop,PSY,KR
Jump,"Pop,Soundtrack,Hip Hop/Rap,Rap",Kris Kross,
Crank That (Soulja Boy),Hip Hop/Rap,Soulja Boy,
Watch Me (Whip / Nae Nae),Hip Hop/Rap,Silent√≥,
Get Paid,,Aluna,
Anybody,,Burna Boy,
Open The Door,,Bad Gyal,
Boyz,,Yemi Alade,
Eve Bounce - Remix,,Yung L,
Tu Eres Un Bom Bom - Remix,"Music,Latin",Kafu Banton,PA
GOODAZ GAL,Music,Popcaan,JM
Blessed,Music,Buju Banton,JM
Calling My Name,Dance,Kybba,
Rapture (feat. Govana) - Remix,,Koffee,
Go Dance,World,Afro B,
Buzz,"Music,Reggae",Popcaan,JM
Beamer (Bad Boys),,Rema,
Wasabi,,Shenseea,
Too Hot,Reggae,Stylo G,GB
Yeah Man,,Govana,
Mamakita,Music,Popcaan,JM
Just A Minute,,Masicka,
Trust,Music,Buju Banton,
Bad Habit,Music,Shenseea,
Own It (feat. Burna Boy & Stylo G) [Toddla T Remix],,Stormzy,GB
Bad Gyal Fiesta,,Limitless,
Back Again,Music,Jahyanai,
Fix Tings,,Demarco,
Good Comfort,Music,DJ Frass,
Trailer Load,Music,Team Rush Hour,
Pretty Butterfly (feat. Lisa Hyper) [Divas],,Vybz Kartel,
Bruk out & Whine,Reggae,QQ,
Gal Policy,Music,Kranium,PE
Sure Sure,,Shenseea,
Nah Fi Like,,Alkaline,
Backshot,,Kalibwoy,
Shape Nice,"Afro-Pop,World",Afro B,
Feel It,Music,Cheflano,
Whine Dangerous,,Its Natascha,
Joro,Music,WizKid,NG
Baddest Ting,,FLAVAONE,
Beat Dem Bad,Modern Dancehall,Squash,
Block Traffic,Reggae,Popcaan,JM
De Sortie,Music,Hayvee,
Roulette,Music,The Kemist,
Foreplay,,Shenseea,
Ghetto Love,Music,WizKid,NG
Bad Suh (Remix),Dance,Leftside,DE
Cute Rider (Reggaeton Mix),Music,Vybz Kartel,JM
Wine For Me,"Reggae,Electronic,Hip Hop/Rap,Modern Dancehall",Popcaan,JM
Work It,,Trinity Chris,
Whining Good,,Jason Imanuel,
Thickiana,Hip Hop/Rap,Vybz Kartel,JM
Risky,,DaVido,
Light Up,Music,Dynasty The King,
Chu Chu,,Kybba,
Down Low,,TWINNS,
Real Bad Gal,"Music,Reggae",Vybz Kartel,JM
"2 Cups (feat. Popcaan, Fredo & Tory Lanez)",,Stay Flee Get Lizzy,
IDKW (with Shenseea & Swae Lee feat. Young Thug),,Rvssian,
Tic (Totally In Control),Reggae,FLAVAONE,
Take Your Time,Reggae,Kybba,
Diggy Dee,Latin,Charly Black,
Taste (Remix),Reggae,TyRo,
Any Weather,Modern Dancehall,Vybz Kartel,JM
Sidung,Reggae,Kranium,PE
Wine so Sweet (Weisser Quiff Remix),Reggae,Kybba,
Dale,Reggae,Kybba,
Dale (Buskilaz Remix),Reggae,Kybba,
I Don't Wanna Know,Music,Punctual,
Nothing For Free,Music,Pendulum,AU
Envious,Pop,Aluna,
Ready For You (feat. Celeste),,Black Coffee,
Girl,Dance,KC Lights,
Mixed Emotions,Dance,Netsky,BE
By Your Side,Dance,Friction,
Do Me No Good,Music,Shift K3Y,GB
Hold On,Dance,Jess Bays,
Pretty Please,Pop,Jackson Wang,
Sister,Music,TSHA,
What You Want,"House,Music,Electronic",Blinkie,
Melanin,Electronic,Michael Brun,
By My Side (feat. Anthony Valadez),,Ferreck Dawn,
Torn,Electronic,KOLIDESCOPES,
Friends,,Mollie Collins,
Visions,Music,Culture Shock,
D.A.N.C.E,Electronic,Justice,FR
Ready For The Floor,"Indie Rock,Adult Alternative,Pop,Electronic",Hot Chip,GB
Daft Punk Is Playing at My House,Pop,LCD Soundsystem,US
Move Your Feet,"Pop,Dance",Junior Senior,DK
Acceptable in the 80's,"Dance,Pop",Calvin Harris,GB
Gold Dust - Shy FX Re-Edit,,DJ Fresh,
Over And Over,Electronic,Hot Chip,GB
Lady - Hear Me Tonight,Pop,Modjo,FR
Pacific State,Electronic,808 State,GB
