song name,genre,artist name,artist country
Sister Christian,"Hair Metal,Hard Rock,Rock",Night Ranger,US
In Your Eyes - 2012 Remaster,,Peter Gabriel,GB
One More Try - Remastered,Pop,George Michael,GB
News,"Rock,Pop",Dire Straits,GB
Off the Wall,"Contemporary R&B,Disco,Funk,R&B/Soul",Michael Jackson,US
Human Nature,"Soft Rock,Quiet Storm,Soul,Pop,R&B/Soul",Michael Jackson,US
Is That Enough,R&B/Soul,Marvin Gaye,US
Yah-Mo Be There,R&B/Soul,James Ingram,US
Hold On To The Nights,Pop,Richard Marx,US
These Dreams,"Contemporary Country,Adult Contemporary,Pop/Rock,Soft Rock,Arena Rock,Hard Rock,Pop,Rock",Heart,
I Get Weak,Pop,Belinda Carlisle,US
Torn,Pop,Natalie Imbruglia,AU
You Gotta Be,"Contemporary R&B,Soul,R&B/Soul",Des'ree,
Too Lost In You,Pop,Sugababes,GB
Higher Love - Single Version,,Steve Winwood,GB
Over My Shoulder,"Adult Contemporary,Pop",Mike & The Mechanics,GB
Back for Good - Radio Mix,Pop,Take That,GB
Walking on Broken Glass,Pop,Annie Lennox,GB
The Boys Of Summer,Rock,Don Henley,US
Hold On,"Pop/Rock,Soft Rock,Pop",Wilson Phillips,US
You're Gorgeous,Pop,Babybird,GB
China In Your Hand - Single Version,,T'Pau,
Kiss The Rain - Radio Edit,Alternative,Billie Myers,GB
Always,Rock,Bon Jovi,US
Quit Playing Games (With My Heart),,Backstreet Boys,
Missing,Pop,Everything But The Girl,GB
You Make My Dreams (Come True),"Pop/Rock,Pop",Daryl Hall & John Oates,
Two Princes,Rock,Spin Doctors,US
Smooth (feat. Rob Thomas),,Santana,
Kiss,,Prince,
Everybody (Backstreet's Back) - Extended Version,Pop,Backstreet Boys,US
Walk Like an Egyptian,Pop,The Bangles,US
Man! I Feel Like A Woman!,"Contemporary Country,Honky Tonk,Traditional Country,Country",Shania Twain,
Doo Wop (That Thing),"Contemporary R&B,Doo Wop,Hip Hop/Rap",Ms. Lauryn Hill,US
Hungry Heart,Rock,Bruce Springsteen,US
Total Eclipse of the Heart,Pop,Bonnie Tyler,GB
Don't You Want Me,,The Human League,GB
MMMBop - Single Version,"Pop/Rock,Teen Pop,Pop",Hanson,US
Strong Enough,Pop,Cher,US
"What Is Love - 7"" Mix","Dance,Pop",Haddaway,DE
La Isla Bonita,"Pop in Spanish,Pop",Madonna,US
Girls Just Wanna Have Fun,,Cyndi Lauper,
Freedom! '90,Pop,George Michael,GB
Never Gonna Give You Up,"Adult Contemporary,Pop/Rock,Soul,Pop,Dance",Rick Astley,GB
YMCA - Original Version 1978,,Village People,US
Believe,Pop,Cher,US
Spice Up Your Life,Pop,Spice Girls,GB
It's Like That,Hip Hop/Rap,Run–D.M.C.,
Ice Ice Baby,"Rap,Hip Hop/Rap",Vanilla Ice,US
U Can't Touch This,"Alternative Rap,Hip-Hop,Pop,Hip Hop/Rap",MC Hammer,US
"Footloose - From ""Footloose"" Soundtrack","New Wave,Pop/Rock,Pop",Kenny Loggins,US
Tainted Love,Soul,Soft Cell,GB
(I've Had) The Time of My Life,"Music,Pop",Bill Medley,US
What A Feeling,,Irene Cara,US
Karma Chameleon - Remastered 2002,,Culture Club,GB
Lemon Tree - Album Edit,,Fools Garden,
The Sign,,Ace of Base,SE
The Best,"Music,Dance",Tina Turner,US
Vogue - Edit,,Madonna,US
99 Luftballons,Pop,Nena,
It's All Coming Back to Me Now,Pop,Céline Dion,CA
Don't Speak,"Alternative,Rock,Reggae",No Doubt,US
Runaway Train,"Alternative,Rock",Soul Asylum,US
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Music,Aerosmith,US
Relight My Fire (feat. Lulu),Music,Take That,GB
Keep On Movin',Pop,Five,GB
More Than Words,,Extreme,US
If I Could Turn Back Time,"Pop,Rock,Pop/Rock",Cher,US
Heaven Is a Place on Earth,"Pop,Rock,Pop/Rock",Belinda Carlisle,US
To Be With You - 2010 Remastered Version,"Hair Metal,Rock",Mr. Big,
As Long as You Love Me,"Teen Pop,Pop",Backstreet Boys,US
Who Do You Think You Are,Pop,Spice Girls,GB
Wonderful Life,"Rock,Pop",Black,GB
Dreams,Pop,Gabrielle,
Sitting Down Here,Pop,Lene Marlin,NO
Would I Lie To You?,Pop,Charles & Eddie,US
Killing Me Softly With His Song,,Fugees,
I Love You Always Forever,"Music,Pop",Donna Lewis,GB
Never Ending Story,Pop,Limahl,GB
Tearin' up My Heart - Radio Edit,Pop,*NSYNC,US
All I Wanna Do Is Make Love To You,Rock,Heart,
I Swear,"Pop,Rock,R&B/Soul,Contemporary R&B",All-4-One,US
What About Love?,"Pop/Rock,Hard Rock,Rock",Heart,
Always on My Mind,Pop,Pet Shop Boys,GB
Down Under,"New Wave,Pop/Rock,Soft Rock,Pop",Men At Work,AU
"Relax - 7"" Mix",Rock,Frankie Goes To Hollywood,GB
Suburbia,Pop,Pet Shop Boys,GB
Gonna Make You Sweat (Everybody Dance Now),,C & C Music Factory,
True Faith '94,"Alternative,Rock",New Order,GB
The Riddle,Pop,Nik Kershaw,GB
One Night In Bangkok - From “Chess” / Remastered 2016,Pop,Murray Head,GB
Wouldn't It Be Good,Pop,Nik Kershaw,GB
Sowing The Seeds Of Love,Pop,Tears For Fears,GB
Love Is A Battlefield,"Music,Rock",Pat Benatar,US
Pretty Please,Music,Dua Lipa,
Oh Yeah!,Pop,Bill Withers,US
Another Level,Dance,Afrojack,NL
Bucket Brigade,,ACB Thang,
You Try to Find a Love,"Pop,R&B/Soul",Bill Withers,US
Bad Mood,Pop,Miley Cyrus,US
I Say a Little Prayer (with The Royal Philharmonic Orchestra),"Music,R&B/Soul",Aretha Franklin,
Talking in Technicolour,,ACB Thang,
She's Not Him,Pop,Miley Cyrus,US
People Get Ready (with The Royal Philharmonic Orchestra),"Music,R&B/Soul",Aretha Franklin,
Don't Play That Song (You Lied) (with The Royal Philharmonic Orchestra),"Music,R&B/Soul",Aretha Franklin,
Walk on My Own,,ACB Thang,
Cool,Music,Dua Lipa,
Love Again,Music,Dua Lipa,
Excuse Me Mr Sir (feat. Vargas & Lagola),,Avicii,
(You Make Me Feel Like) a Natural Woman [with the Royal Philharmonic Orchestra],"Music,R&B/Soul",Aretha Franklin,
Pop That,,Afrojack,
Break My Heart,"Pop,Dance,Disco",Dua Lipa,
Fades Away (feat. Noonie Bao),,Avicii,
Hallucinate,,Dua Lipa,
So Am I,"Electronic,Pop",Ava Max,
Younger Now,Pop,Miley Cyrus,US
Salt,Music,Ava Max,
Think (with The Royal Philharmonic Orchestra),"Music,R&B/Soul",Aretha Franklin,
Nostalgic Memories,,ACB Thang,
Heaven,"Music,Dance",Avicii,
Love Someone,Pop,Miley Cyrus,US
Bad Reputation (feat. Joe Janiak),,Avicii,
Watching You Watching Me,"Pop,R&B/Soul",Bill Withers,US
Em ơi,Music,Jack LE,
Torn,"New Wave,Music,Dance",Ava Max,
Spring of Love,Music,Steve Le,
Never Leave Me (feat. Joe Janiak),,Avicii,
Sweet but Psycho,"Pop,Dance",Ava Max,
Week Without You,Pop,Miley Cyrus,US
Respect (with The Royal Philharmonic Orchestra),"Music,R&B/Soul",Aretha Franklin,
Flawless Victory,,Afrojack,
2012,,Afrojack,
A Brand New Me (with The Royal Philharmonic Orchestra),"Music,R&B/Soul",Aretha Franklin,
Future Nostalgia,Music,Dua Lipa,
Son of a Preacher Man (with The Royal Philharmonic Orchestra),"Music,R&B/Soul",Aretha Franklin,
You're All I Need to Get By (with The Royal Philharmonic Orchestra),"Music,R&B/Soul",Aretha Franklin,
Who's Laughing Now,"New Wave,Music,Dance",Ava Max,
Let It Rip,,Afrojack,
Whatever Happens,"Pop,R&B/Soul",Bill Withers,US
Heaven,,Sontung ATM,
Ain't A Thing (feat. Bonn),,Avicii,
Freak (feat. Bonn),,Avicii,
Inspired,Pop,Miley Cyrus,US
Don't Make Me Wait,"Pop,R&B/Soul",Bill Withers,US
Border Song (Holy Moses) (with The Royal Philharmonic Orchestra),"Music,R&B/Soul",Aretha Franklin,
Love Me Now,,Sontung ATM,
Time,Dance,Afrojack,NL
Oh Me Oh My (I'm a Fool for You Baby) (with The Royal Philharmonic Orchestra),"Music,R&B/Soul",Aretha Franklin,
Kings & Queens,Pop,Ava Max,
Step Back,,Afrojack,NL
Acid Trippin,,ACB Thang,
Good In Bed,Music,Dua Lipa,
Own Game,,Afrojack,
Put It Down,,Afrojack,
Bassride,Dance,Afrojack,NL
One More Day - Nicky Romero Remix,Dance,Afrojack,NL
Malibu,,Miley Cyrus,
When You're Gone,,Jewelz & Sparks,
Miss You So Much,Pop,Miley Cyrus,US
Until You Come Back to Me (That's What I'm Gonna Do) (with The Royal Philharmonic Orchestra),"Music,R&B/Soul",Aretha Franklin,
I Would Die For You,Pop,Miley Cyrus,US
"Tough Love (feat. Agnes, Vargas & Lagola)",,Avicii,
You Just Can't Smile It Away,"Pop,R&B/Soul",Bill Withers,US
Heart Upon My Sleeve (feat. Imagine Dragons),,Avicii,
Thinkin',Pop,Miley Cyrus,US
Can I Dream,,ACB Thang,
Something That Turns You On,"Pop,R&B/Soul",Bill Withers,US
Steppin' Right Along,,Bill Withers,
We Could Be Sweet Lovers,"Pop,R&B/Soul",Bill Withers,US
Lối Vắng,Music,Jack LE,
Lonely Home,,ACB Thang,
Peace Of Mind (feat. Vargas & Lagola),,Avicii,
Boys Will Be Boys,Music,Dua Lipa,
Shadows in Blue,,Sontung ATM,
Lightning Strike,,ACB Thang,
Angel (with The Royal Philharmonic Orchestra),"Music,R&B/Soul",Aretha Franklin,
Bringin It Back,Dance,Afrojack,NL
Space Avalanche,Music,Steve Le,
Tình Chia Đôi Bờ,Music,Jack LE,
Please Visit Again,,ACB Thang,
Blossom,,ACB Thang,
Let It Be (with The Royal Philharmonic Orchestra),"Music,R&B/Soul",Aretha Franklin,
Heart In Your Life,"Pop,R&B/Soul",Bill Withers,US
Rainbowland (feat. Dolly Parton),,Miley Cyrus,
My City,,Afrojack,
Hold The Line (feat. A R I Z O N A),,Avicii,
The Higher,R&B/Soul,Jack LE,
Palm Trees,R&B/Soul,Surfaces,
Loving,Music,Surfaces,
Make You Mine,Pop,PUBLIC,IT
Super Far,Alternative,LANY,
Lovefool - Radio Edit,Pop,The Cardigans,SE
Towers Of Tokyo,R&B/Soul,Elijah Blake,
Lost in You,"R&B/Soul,Pop",khai dreams,
Untitled,"Alternative,Rock",Rex Orange County,
Paradise,Alternative,Rex Orange County,
Higher,"Music,Pop",Rihanna,
Grace,"Music,R&B/Soul",Surfaces,
Star,Pop,Bazzi,
This View,,Surfaces,
January,Singer/Songwriter,Verzache,
Claudia,Alternative,FINNEAS,
PlantedInMyMind.Memo,Singer/Songwriter,Charlie Burg,
New House,"Music,Alternative",Rex Orange County,
Crazy,Pop,Kat Dahlia,
Through and Through,Pop,khai dreams,
A-Punk,Alternative,Vampire Weekend,US
Oxford Comma,Alternative,Vampire Weekend,US
"Thunderclouds (feat. Sia, Diplo, and Labrinth)",,Sia,
Why Do You Feel So Down,Alternative,Declan McKenna,
Shine On Top,"Music,R&B/Soul",Surfaces,
Lately,Pop,The Pesky Snakes,
Crush,"Music,R&B/Soul",Souly Had,
Out of My League,"Pop,Alternative,Indie Pop",Fitz and The Tantrums,
Listen!,Pop,PUBLIC,IT
I Don't Miss You at All,"Alternative,Rock",FINNEAS,
Good Things Fall Apart (with Jon Bellion),,ILLENIUM,
Pluto Projector,Music,Rex Orange County,
Always,Music,Rex Orange County,
Bloom,Music,Surfaces,
Lost,"Contemporary R&B,Pop",Frank Ocean,US
tongue tied,"Music,Alternative",bloody white,
Talk Too Much,"Indie Pop,Alternative",COIN,
Straightjacket,Pop,Quinn XCII,
hello!,Music,ROLE MODEL,
notice me (feat. BENEE),Music,ROLE MODEL,
Slippery Rhapsody,Music,Airborne+,
Don't,Music,Airborne+,
Iluvatar,R&B/Soul,Glazed,
Millennium,R&B/Soul,Glazed,
Cozy,Electronic,Sour Cubes,
Serene,Electronic,Sour Cubes,
Scent of Rain,Electronic,Khaky,
Feeling Good,Music,Nina Simone,US
I Got You (I Feel Good),"R&B/Soul,Soundtrack",James Brown & The Famous Flames,US
I Want You Back,R&B/Soul,The Jackson 5,US
Superstition - Single Version,"Contemporary R&B,Funk,Motown,Soul,R&B/Soul",Stevie Wonder,
Stand by Me,R&B/Soul,Otis Redding,US
Something's Got A Hold On Me,,Etta James,
My Girl,R&B/Soul,The Temptations,US
This Will Be (An Everlasting Love),R&B/Soul,Natalie Cole,
ABC,"Disco,Soul,Oldies,Pop,R&B/Soul,Dance",The Jackson 5,US
Soul Man,R&B/Soul,Sam & Dave,US
Baby Love,R&B/Soul,The Supremes,US
Good as Hell (feat. Ariana Grande) - Remix,Music,Lizzo,
Soulmate,"Pop,Rock,R&B/Soul",Lizzo,
"Hey Look Ma, I Made It","Alternative,Rock",Panic! At The Disco,US
NASA,"Pop,Rock",Ariana Grande,US
Party For One,"Electronic,Pop",Carly Rae Jepsen,CA
Juice,"Pop,R&B/Soul,Hip Hop/Rap,Funk",Lizzo,
Mother's Daughter,Rock,Miley Cyrus,US
Formation,"Music,Pop",Beyoncé,US
Shout Out to My Ex,Music,Little Mix,GB
Sorry,"Music,Pop",Beyoncé,US
Bitch Better Have My Money,Hip Hop/Rap,Rihanna,
God is a woman,"Pop,Hip Hop/Rap,Vocal",Ariana Grande,US
Pretty Girl Rock,Contemporary R&B,Keri Hilson,US
Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),,Ariana Grande,
MONOPOLY (with Victoria Monét),,Ariana Grande,
successful,"Pop,Rock,Dance",Ariana Grande,US
On A Roll,Pop,Ashley O,
Rare,"Electronic,Pop",Selena Gomez,US
Not Your Way,Alternative,MisterWives,US
Truth Hurts,"Pop,Hip Hop/Rap",Lizzo,
Most Girls,"Electronic,Pop,House",Hailee Steinfeld,
"Sit Still, Look Pretty",Pop,Daya,
Like a Girl,"Pop,Rock,R&B/Soul",Lizzo,
Run the World (Girls),"Electronic,Pop,R&B/Soul,Contemporary R&B",Beyoncé,US
Raising Hell (feat. Big Freedia),Music,Kesha,
Coloring Outside The Lines,Alternative,MisterWives,US
Never Give Up On Me,Alternative,MisterWives,US
Don't Start Now,Music,Dua Lipa,
Confident,"Pop,Dance",Demi Lovato,US
Bodak Yellow,"East Coast Rap,Hardcore Rap,Hip Hop/Rap",Cardi B,
Dance Again,Music,Selena Gomez,US
Q.U.E.E.N. (feat. Erykah Badu),R&B/Soul,Janelle Monáe,
You Need To Calm Down,"Electronic,Pop",Taylor Swift,US
Bulletproof,"Dance,Electronic,Pop",La Roux,GB
Got Her Own (with Victoria Monét),,Ariana Grande,
Built For This,Pop,Becky G,US
Girls Like You,Pop,Maroon 5,US
Sue Me,Dance,Sabrina Carpenter,US
rock bottom,Pop,MisterWives,US
Caroline,"Music,R&B/Soul",A.J. Sandlin,
Love Myself,Pop,Olivia O'Brien,
Boss Bitch,,Doja Cat,
"Badass Woman - From The Motion Picture ""The Hustle""",,Meghan Trainor,US
Rain On Me (with Ariana Grande),,Lady Gaga,
SUPERBLOOM,Pop,MisterWives,US
Be Myself,Music,George Pelham,
Bad Bitch (feat. Ty Dolla $ign),,Bebe Rexha,
I Look Good,Hip Hop/Rap,Chalie Boy,US
Ladida (My Heart Goes Boom) (feat. ILIRA),Music,CRISPIE,
She's So High,Music,Miles & Miles,
By Your Side,,Mike Perry,
Head Shoulders Knees & Toes (feat. Norma Jean Martine) - Alle Farben Remix,Electronic,Ofenbach,
Colourblind,Music,Seeb,
Another Life (feat. Alida) - twocolors Remix,,Lucas & Steve,
Easier,Music,Emily Vaughn,
Alien - Topic Remix,Music,Dennis Lloyd,
Between Our Hearts (feat. CXLOE),Alternative,Cheat Codes,
Good Vibes,Music,HRVY,
Legends,,Lulleaux,
You've Got the Love,Music,Madism,
Dancing In The Moonlight (feat. NEIMY),Pop,Jubël,
Don't Leave Me Now,Dance,Lost Frequencies,
Way Back Home - Why So Loco Remix,,Ilse DeLange,NL
Sun Is Shining,Reggae,Bob Marley & The Wailers,JM
Don't Worry Bout Me,Music,Hoved,
Why Do You Lie To Me,Electronic,Topic,
Cool Kids,,PRETTY YOUNG,
'95,Music,Anthony Dircson,
Cooler Than Me,Dance,Lucky Luke,
No Therapy,,Felix Jaehn,
No End In Sight,,Woodworks,
Alane,,Robin Schulz,DE
I Love Life,Dance,Funky Fruit,
Everywhere,Music,Jennifer Cooke,
Feels In My Body,Dance,Icona Pop,SE
Hypnotized,Electronic,Purple Disco Machine,DE
IF U,Music,Breathe Carolina,
Runaway,Music,Madism,
Holiday,Pop,Little Mix,GB
You Should Know (feat. Craig Smart),Music,Sam Feldt,
Say My Name,Music,Dimitri Vegas & Like Mike,BE
Brother Louie,,VIZE,
Don't Cry For Me (with Jason Derulo),Music,Alok,
Safe Zone,Music,Seeb,
Lovefool,,twocolors,
Fallin' In,,Mike Williams,
What If We Love It,Music,nowifi,
Let Me Love You,,STRIKE,
Funny,"Pop,Dance",Zedd,
Cry Dancing,Music,NOTD,
The Way I Am,Music,Max Vermeulen,
Running Out Of Love,Music,Elle Hollis,
Unbreakable (feat. Clarence Coffee Jr.),,BUNT.,
Don't You Wanna Play?,Music,Seeb,
Home Now (feat. Alida),Electronic,Yves V,BE
Summer On Repeat,"House,Music",Nate VanDeusen,
Touch,Music,Hoved,
Hey Baby (feat. Gia Koka),,Imanbek,
"Talk To Me (feat. Conor Maynard, Sam Feldt & RANI) - Madism Remix",,Möwe,
Home In Time,,UNOMAS,
Good For It,,HARBER,
Tell Me About It,Music,Ella Eyre,GB
Blue Skies,,Kisma,
Cliché,Music,Torine,
Let Me Go,,Lady Bee,
Head & Heart (feat. MNEK),,Joel Corry,
Letters,Music,Lucas & Steve,
Dance with Me (feat. Thomas Rhett & Young Thug),,Diplo,
Something About You,Music,Elliot Kings,
Stay,,Neal,
2K20 Love,Music,Solar State,
HOME,"Music,Dance",Mathieu Koss,
Be Okay (with HRVY),Dance,R3HAB,
All Night Long (All Night) - 2020 Edit,Music,Benjamin Ingrosso,
Thinking About You (with Winona Oak),Pop,R3HAB,
Keeps Me High,Dance,Dizillian,
Me Or You,Music,Alexander Pielsticker,
Skyline,Music,Madism,
No One Nobody (feat. Tannergard),,LVNDSCAPE,
Mixtape (On Repeat),Music,Bloome,
Just Miss Love,,Benny Benassi,
What I Desire,,Calumny,
Before It's All Gone,Music,Jean Juan,
Home,,BEAUZ,
You and Me,Music,The Magician,BE
What About Tomorrow,,Regi,
Open up to You,Music,Alex Guesta,
Replay,,Trinix,
Follow the Sun,Music,Pat Smith,
Far Away From Home (feat. Leony),,Sam Feldt,NL
I'm Just Feelin' (Du Du Du),Music,Imanbek,
Praise the Morning - Mark McCabe Remix,Music,Twan Ray,
I Don't Know Why,"Music,Rock",NOTD,
Nobody Knows,,Julian Jordan,
Believe In U,Music,Dizaro,
Give Me One Reason,,Feb,
Stay Tight,Music,Bloome,
Mine,Music,Felix Cartal,
Summer Road,,Funky Fruit,
Rather Be (feat. Jess Glynne),Dance,Clean Bandit,
Wake Me Up,"Electronic,Pop,Dance,Electronica",Avicii,
Forget You,,CeeLo Green,
Classic,"Alternative Rap,Funk,Pop",MKTO,US
Don't Stop Me Now - ...Revisited,Rock,Queen,
Counting Stars,"Folk-Rock,Pop/Rock,Pop",OneRepublic,US
Summer,Dance,Calvin Harris,GB
Blurred Lines,"Contemporary R&B,Disco",Robin Thicke,
On Top Of The World,Alternative,Imagine Dragons,US
The Man,"Contemporary R&B,Soul",Aloe Blacc,US
Hall of Fame (feat. will.i.am),"Pop,Hip Hop/Rap,Pop/Rock",The Script,
Valerie (feat. Amy Winehouse) - Version Revisited,,Mark Ronson,GB
Gimme! Gimme! Gimme! (A Man After Midnight),Pop,ABBA,SE
Sunday Best,"Music,R&B/Soul",Surfaces,
3 Nights,"Alternative,Pop,Music",Dominic Fike,
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,,Jennifer Lopez,US
Hoops,Alternative,The Rubens,AU
New Rules,House,Dua Lipa,
Brother,"Alternative,Pop",Matt Corby,AU
Sugar,Electronic,Peking Duk,
Cause My Ice,Music,Caribaby,
Candlelight,"Music,Pop",Carol L.,
Eyes Wide Shut,,A.F.,
Best to Known,"Music,Pop",Carol L.,
Stay (In Somewhere Else),"Music,Pop",Carol L.,
Hit the Spot,Music,Od Soul,
Bags Up,Music,Rizzy,
Break My Heart,Hip Hop/Rap,Dougy Oak,
KO PEMEJI,Afro-Beat,X-TWO J,
No Ceilings,R&B/Soul,6ray,
KUSH (ANWURU),Afro-Beat,X-TWO J,
Believe Me,Music,ChubzDaDon,
No Tomorrow,Music,RichieBandz,
Bullshit N Fuxkery,,Big Spliffted,
I Got Bars,Music,Misha Urain,
OLUWA DEY YOUR SIDE,Afro-Beat,X-TWO J,
Swing by You,Music,ChubzDaDon,
Sauce Style,Spoken Word,OGP Lil Rabbit,
Faster,Singer/Songwriter,Chan Thomas,
SHO TI DOKO,Afro-Beat,X-TWO J,
Lust,Music,GhostBoy Jay$ee,
No Nonsense,Singer/Songwriter,Chan Thomas,
NEVER,Afro-Beat,X-TWO J,
Bandit - Remix,,RichieBandz,
For You,Dance,Yung Quinc,
Finish Him!!!,New Age,Captn Teno,
Dum Dum,New Age,Muuff,
1960,,X-TWO J,
Hop out the V,"Music,Singer/Songwriter",Exotik B,
WITHOUT YOU,,pandi,
love the way,R&B/Soul,Swízzy,
US,,X-TWO J,
Audi,Music,Exotik B,
Juice,,Whoispdp,
Know Ur Nam3,Singer/Songwriter,MANI NBISH,
You Can't Hurry Love,,The Supremes,US
War - Single Version,R&B/Soul,Edwin Starr,
I Can See Clearly Now - Edit,,Johnny Nash,US
Respect - 2003 Remaster,,Aretha Franklin,
Mama Said - Rerecorded Version,"Pop,R&B/Soul",The Shirelles,US
Get Up Offa That Thing,"Funk,R&B/Soul",James Brown,US
My Guy,"Pop,R&B/Soul,Soul",Mary Wells,US
I Can't Stand the Rain,R&B/Soul,Ann Peebles,US
Everyday People,"Pop,R&B/Soul",Sly & The Family Stone,US
Please Mr. Postman - Stereo Version,"R&B/Soul,Pop",The Marvelettes,US
ABC,"Disco,Soul,Oldies,Pop,R&B/Soul,Dance",The Jackson 5,US
California Soul,"R&B/Soul,Jazz,Electronic",Marlena Shaw,US
Land of 1000 Dances,R&B/Soul,Wilson Pickett,US
You Sexy Thing,,Hot Chocolate,
(What A) Wonderful World,"Soul,R&B/Soul",Sam Cooke,US
Baby Love,R&B/Soul,The Supremes,US
"Signed, Sealed, Delivered (I'm Yours)","Soul,R&B/Soul",Stevie Wonder,
Time Is On My Side,"R&B/Soul,Pop,Country,Alternative Rap,Music",Irma Thomas,US
"My Girl - ""16 Big Hits"" Stereo Version",,The Temptations,US
Dance to the Music,"Pop,Rock,R&B/Soul",Sly & The Family Stone,US
Twist And Shout,R&B/Soul,The Isley Brothers,US
Soul Connection,,Diplomats of Solid Sound,US
Stop! In The Name Of Love,Music,The Supremes,US
Soul Man,R&B/Soul,Sam & Dave,US
Snatching It Back,R&B/Soul,Clarence Carter,US
Love Train,"Disco,Soul,R&B/Soul",The O'Jays,US
Make Me Yours,"Music,R&B/Soul",Bettye Swann,US
Build Me up Buttercup (Re-Recorded),"Pop,R&B/Soul",The Foundations,GB
Sweet Soul Music,R&B/Soul,Arthur Conley,US
I Got You (I Feel Good),"Funk,Soul,R&B/Soul",James Brown,US
It's Your Thing,"Soul,R&B/Soul",The Isley Brothers,US
Superstition,"Funk,Soul,R&B/Soul",Stevie Wonder,US
"Um, Um, Um, Um, Um, Um",R&B/Soul,Major Lance,US
Ain't That A Shame? - Remastered 2002,Music,Fats Domino,US
"Mercy, Mercy","R&B/Soul,Rock,Pop,Oldies",Don Covay,US
Who's Lovin' You,R&B/Soul,The Jackson 5,US
Chain Gang,,Sam Cooke,
Think,,Aretha Franklin,
Move on Up - Remastered,R&B/Soul,Curtis Mayfield,
Shop Around,R&B/Soul,The Miracles,US
Keep On Loving You,R&B/Soul,Four Mints,
I Just Want To Make Love To You,R&B/Soul,Etta James,US
You Are My Heart,,Rex Williams,
Then He Kissed Me,Pop,The Crystals,US
I'll Take You There,R&B/Soul,The Staple Singers,US
River Deep - Mountain High,R&B/Soul,Ike & Tina Turner,US
Do I Love You (Indeed I Do),,Frank Wilson,US
Lovely Day,"Disco,Funk,Soul,R&B/Soul",Bill Withers,US
I Want You Back,R&B/Soul,The Jackson 5,US
The Way You Do The Things You Do,R&B/Soul,The Temptations,US
O-o-h Child,,The Five Stairsteps,US
Ain't No Mountain High Enough - Stereo Version,R&B/Soul,Marvin Gaye,
Something's Got A Hold On Me - Single Version,,Etta James,US
Shake - 2008 Remaster,Soul,Otis Redding,US
I'm Lonely For You,R&B/Soul,Bettye Swann,US
The Rubberband Man,R&B/Soul,The Spinners,
Heatwave,,Martha Reeves & The Vandellas,US
Stayin' Alive - Remastered Version,"Music,Pop",Bee Gees,GB
Mess Around,"Blues,R&B/Soul",Ray Charles,US
In the Summertime (Re-Recorded),,Mungo Jerry,GB
Ooh La La,Pop,Goldfrapp,
I Never Know,"Adult Alternative,Alternative",Generationals,US
Daylight Outro Remix,Alternative,Matt and Kim,US
I Want Some More,"Rock,Alternative,Music",Dan Auerbach,US
Cat's in the Cradle,"Folk-Rock,Soft Rock,Pop,Rock",Harry Chapin,US
Somebody to Love,"Hard Rock,Rock",Jefferson Airplane,US
Bette Davis Eyes,"New Wave,Pop/Rock,Soft Rock,Pop",Kim Carnes,US
We Are Family,,Sister Sledge,
Best Of My Love,R&B/Soul,The Emotions,
Brand New Key,,Melanie,
Spill The Wine,"Pop,Rock",Eric Burdon,GB
Machine Gun,R&B/Soul,Commodores,
Magnet & Steel,Rock,Walter Egan,
Ain't No Stoppin' Us Now,,McFadden & Whitehead,US
Sister Christian,"Hair Metal,Hard Rock,Rock",Night Ranger,US
Livin' Thing,"Pop/Rock,Prog-Rock/Art Rock,Rock",Electric Light Orchestra,GB
God Only Knows,"Pop,Rock",The Beach Boys,
Love Me Again,Pop,John Newman,GB
Tarzan Boy,Rock,Baltimora,IT
Jessie's Girl,"Pop,Rock,Pop/Rock",Rick Springfield,AU
A LIGHT THAT NEVER COMES - Rick Rubin Reboot,"Music,Dance",Linkin Park,US
Young Folks,,ortoPilot,
Stolen Dance,,Milky Chance,DE
Izzo / In the End,"Hip Hop/Rap,Alternative,Rock,East Coast Rap",JAY-Z,US
Taper Jean Girl,"Pop,Rock,Southern Rock,Music",Kings of Leon,US
Love to Get Used,Alternative,Matt Pond PA,US
Cassy O',Singer/Songwriter,George Ezra,GB
I'm Ready,Pop,AJR,
My Silver Lining,Alternative,First Aid Kit,SE
First,Alternative,Cold War Kids,US
Give It Up,Pop,KC & The Sunshine Band,US
"(Shake, Shake, Shake) Shake Your Booty",Pop,KC & The Sunshine Band,US
Perfect Day,Rock,The Constellations,US
The Last Goodbye,Soundtrack,Billy Boyd,GB
Cherry Bomb,"Punk,Hard Rock,Heavy Metal,Rock",The Runaways,US
Ransom,Hip Hop/Rap,Lil Tecca,
We Paid (feat. 42 Dugg),,Lil Baby,
Turks (feat. Travis Scott),Music,NAV,
10 Freaky Girls (with 21 Savage),,Metro Boomin,
21,"Rap,Hip Hop/Rap",DaBaby,
Boom Boom Room,Music,Roddy Ricch,
Heartless (feat. Mustard),Music,Polo G,
Nowadays (feat. Landon Cube),"Alternative Rap,Contemporary R&B,Hip Hop/Rap",Lil Skies,
Shots,"Music,Hip Hop/Rap",Lil Tecca,
Yacht Club (feat. Juice WRLD),,Lil Yachty,
DOLLAZ ON MY HEAD (feat. Young Thug),Music,Gunna,
Ballin' (with Roddy Ricch),,Mustard,
